permutation,edge_value_permutation,region_label_permutation,distance_matched_edge_permutation
73,0.001321651832392009,-0.005900108326006657,0.004385197222764475
74,0.0068968362431953015,-0.0045302768957736946,0.0010775246618896118
75,-0.00044535614484363264,-0.011029342848595072,-0.0002513194467877743
76,0.00874542672213516,-0.005163063645966446,-0.0030479930289036175
77,0.0027570643224471675,-0.0014330199658440853,0.0032751495103406996
78,0.0016676668939049012,-0.0011334178650863331,-0.0019353429600664207
79,-0.0012382382743632218,0.0019463530006815265,0.011230010593213553
80,0.001523787435924593,-0.0014327132287770637,-0.000661766625377853
81,-0.0007463650623629278,-0.0019528646349876429,0.004456184457722382
82,0.0036815575454010358,-0.0018300465634560447,0.00623279660871763
83,0.0045535799631911756,0.00012735098420939544,0.0062460435321777105
84,-0.008922952043584368,-0.0015057568264917089,0.007174862694738385
85,-0.002723454674995268,0.0007099894006705603,0.0029499151169005123
86,-0.0012563264304332683,-0.0007978278728402923,0.004239350101080133
87,-0.0026942072391374187,0.0009094838371213367,-4.4919771053903846e-05
88,-0.00806796856985219,-0.004885114696847108,0.006597417276892083
89,0.0054927788356874015,0.0035951877081902054,-0.0022958381799610007
90,0.006905016890244513,0.0007271650835284213,0.0004202992901478486
91,0.0027430368889598375,0.0025131136756074896,-0.00089227035109041
92,-0.0003077505821912063,0.0017577952303313405,0.00015290391552480348
93,0.0034728918775452588,-0.004043778868650003,-0.0013409434805621227
94,0.005792939469240016,-0.0017186360367297095,0.00047599661663894066
95,-0.005642560941002988,0.005439521285141556,-0.00033449295471086655
96,-0.001759287787380349,0.0030844869502075632,-3.636613261869112e-05
97,0.004441438841845562,-0.0035974033271468854,0.01217507083746056
98,0.0057653809688708035,0.005695441689084566,0.005625153635043348
99,-0.002218557156557048,-0.007122147521363621,0.0076350388448177845
100,0.0021905712670075937,-0.0032337672542221765,-0.0014424736504070092
101,0.004627340716140749,0.0030268202684892846,0.0018769345307166091
102,0.013163713603020611,-0.005580354273821357,0.002567715195792676
103,-0.00456774779947233,0.0007038690591599363,0.007582329194281259
104,-0.0018515656874990918,0.004758919489243114,0.00523994287285465
105,0.002357623780589529,0.004907315071916197,0.001889781132216263
106,0.0015697578443096,0.00097826237903224,0.006256015641243261
107,-0.0007869431686900173,0.0022197444492460306,-0.0019330541429708617
108,-0.0069736260731270185,-0.003686396323757771,-0.003603592998656048
109,-0.006457369318908005,0.005646658674006671,0.004943788404185343
110,-0.003007644006448326,0.0011239585415794846,-0.0024962576740487972
111,-0.0026893713180053537,0.010468335565311862,-0.00229526778815526
112,-0.0012637985790701406,-0.001704768556760561,0.005800068934157007
113,-0.0032911230480546436,-0.002676661885166314,0.0026062435961094585
114,0.005410629003915951,-0.002323077635717748,0.001697869492077661
115,-0.003987329633363411,0.0016954654849870108,0.0029290313191500683
116,-0.0016344899864635474,0.004796129553609889,-0.003962984214182813
117,-0.00041726656695118095,0.00021919548738558,-0.006583506797981159
118,0.002311248219991769,0.00948911845582568,0.008252396249754887
119,0.001405301884104285,-0.006128662732809167,0.0013689500478355288
120,0.002653504227808057,-0.0033183517259427267,0.002255602010316943
121,0.0017049035712184792,-0.002990483603268349,-0.002500675958067021
122,0.009295319616477246,-0.0016949345783299258,0.0015399702913047259
123,-0.00034112674984410914,0.00543683610491645,0.003369392358703824
124,0.009048781101423072,-0.0007580987747390621,0.0030202392434667824
125,-0.0025316821511264047,0.002874849500688242,0.006000409394935989
126,0.005039110940475726,0.001473452551135839,-0.0007329645315923558
127,-0.005579063433000085,0.007935403269851954,0.005609343480589164
128,0.0030695661996795894,-0.012074868938573152,0.0015575575001560117
129,-0.003397212442968018,-0.008203084186471648,0.00033406273293652857
130,0.0024863872944818556,-0.004925171032492384,0.009708834023637338
131,0.008088627204477294,-0.0019964718381420606,0.004389112653715698
132,0.001664821271742809,-0.003305036111973565,0.004675510334234476
133,-0.0016871967792354144,0.00460031715914413,-0.0010867770382630869
134,-0.004569342026918406,-0.014103277861196875,0.001779447018215966
135,0.002917528342327279,-0.0003429463566287688,-0.001806688081749567
136,0.002810311853952281,0.003257013496582573,0.005029358204110791
137,0.007182225279856374,0.0038538705528319006,-0.003998555096840983
138,0.004252566100259799,-0.002411747283506058,-0.0017531747689731234
139,-0.006739873144398257,0.00043649861917963596,0.0014692891103244088
140,-0.006270961925956585,-0.002563085471361091,0.002702224276219227
141,0.0031404483603543185,-0.0035936980063952877,0.00885180083018672
142,-0.001718423251306514,-0.0031439642373122818,-0.003669521691206121
143,-0.0009335822441125168,0.0022580350900198655,0.0025984274855064466
144,-0.005340409120986917,-9.766096046930044e-05,0.004912934368290441
145,0.008215852400599492,0.004149066429993458,0.005008600660327624
146,-0.00564505094212082,-0.0009402614158815972,0.003149015561406995
147,0.0017860405759583357,-0.003017179935182577,-0.00035007243103868645
148,-0.005311542960554472,0.0032953807813176027,0.0063081942786860625
149,-0.0004476039049712787,0.005856555767093371,-0.004878379274461584
150,-0.0020481684621538885,0.00020678090507857821,-0.0009589935841261738
151,-0.00499125595471454,-0.006197309728419757,0.004868200703589979
152,0.0015569536001719096,-0.01297179919105908,0.0020349150848114734
153,0.0035966087366186023,0.0021708680780329337,-0.003442925911664025
154,0.003877126507494534,-0.006885132606987753,0.0049415237867136115
155,-0.006020266951404191,-0.001524056555391616,0.0012017611884139788
156,0.009707473447324992,0.004650166289337176,0.0032973702904042883
157,-0.004278967852916621,0.0024560679060146254,-0.0021738422889601367
158,-5.9081613593769435e-05,-0.0002648372043989277,0.0015527358715783002
159,0.009480040268954196,-0.003853615195126973,-0.005734320635055902
160,-0.005269509211306894,-0.006700551092404036,0.007428860635899534
161,0.004416813318096854,-0.0022471831723300854,0.002682403044928465
162,0.0062048990055228554,-0.005474621483079111,0.0026374980137639135
163,-0.0036288321322185666,0.0028334283323296003,0.00017345599273296328
164,0.003186656041444528,-0.008586391921052013,0.003981524733858447
165,0.004067163738655402,0.0034460441333163286,0.0117011436027858
166,0.003052896128646707,-0.004072110537892043,0.0016322781719403361
167,0.0003352694026164998,0.0028086562301444747,-0.00229308158219071
168,0.0017901068984098342,-0.0022590541812247318,0.0036738067181121647
169,0.006136228605045507,-0.010508902023035676,0.008583642122008649
170,-0.0004395261209585617,-0.0011102256735417437,-0.00044880017691071574
171,0.002147538047892202,-0.003478913534137483,0.007955538063669682
172,-0.004627325556403169,0.004536181615691201,0.0031960744559704486
173,0.00815871918065427,-0.010189479215740425,0.003801615971538285
174,0.001746770329933242,0.004591169197367761,0.002499958263112271
175,-0.007246376336603717,-3.8104852791798075e-05,0.0012926590184426116
176,0.00350041658226286,-0.0022695141299324327,0.0003074774502377111
177,-0.0011718311251640073,-0.004312543788311187,0.007854685479331467
178,0.006926362839749518,-0.0025457579470647414,0.0009740931141442866
179,0.0032430353179385718,0.005814918766235054,0.005406880209367193
180,-0.0017326190328676631,-0.002047787277322005,-0.00046297090139455567
181,-0.006322524273335534,0.00963073398993567,0.003990765902829182
182,0.003023254628196861,0.005870512288781989,-0.0030357508285115665
183,0.0013225876766056663,-0.006612929907177701,0.0003558350346679091
184,-0.006866112514997326,-0.004483701968107878,0.0006943929416055985
185,-0.009000324094094646,0.0033627921186417096,0.001011428548215429
186,0.00034211356288303484,0.005606491900464575,0.0016823855601645508
187,0.004521819547934122,0.002890332807423976,0.0042177948507058725
188,-0.010562762472199144,-0.00535829538863528,0.0042621534170139055
189,0.004392685029354041,0.0059755177682619814,0.002119070553628782
190,-0.0001789253814888559,-0.003144861900638289,0.00656809072325978
191,-0.0008245285805639615,0.0033661127736900865,-0.0057983828957990395
192,-0.0035746407478060155,0.007209854474559751,0.004942260266394678
193,-0.006572363446981599,-0.002500078040757986,-0.0024611764471232688
194,-0.0008951331426410502,-0.00806639257095538,0.0022827124434003764
195,-0.005472662555675214,-0.0033382801305959077,0.002578631944755929
196,-0.004930423271096006,-0.002123795167545767,-0.0038591305691585177
197,0.011563637137357826,-0.0010570278177067388,0.0006048287495912291
198,-0.0057119551109910205,-0.0007870996486563187,0.0028882614290164526
199,0.005431428811768914,-0.010663679921152141,0.0013931061805745458
200,-0.003389957795526951,-0.007945403695674437,0.0009010098620630242
201,-0.0012903253960967881,0.002946980126106349,-0.0011914148206707263
202,0.004281041692534384,-0.0010778235859623556,0.007253918363401092
203,-0.006138763468809646,-0.00893238031317044,-0.0034346793244832614
204,0.0021800310929406936,0.002911346722041361,0.0028180972188182594
205,0.002760114936404483,-0.0011199901650050593,0.009162861200952815
206,-0.003328466016167078,0.0038691794799655815,0.0032409027813316924
207,0.0032222563943622522,0.005974190691048525,0.00252056552892344
208,6.9777012815746475e-06,-0.006574969385911557,0.00021571503043558995
209,-0.0006129408229959282,0.005927640721218555,-0.007948905842288361
210,-0.0012834244823706348,0.0014380634660181846,0.005276004484231525
211,-0.002309196253369877,-0.00913863587888106,0.0069289531718773655
212,-0.00010026101701972219,0.010296595181114296,0.005620688180863146
213,0.0011756877684424782,-0.0056629658129058865,0.0016084059479655726
214,0.00032218625294752444,-0.0005004744160351141,0.0023427192877151534
215,-0.006123421809869003,0.0020983539574732286,-0.00037395696075808094
216,-0.0016024123584299076,-0.003208034581338379,0.0036349520206210273
217,0.004618697591949361,-0.005496475265080013,-0.004528732987073846
218,-0.008471309411265235,-0.004732159204187882,0.003390797794680737
219,-0.0002379197309681057,-0.0006813991980817473,0.00271852469721826
220,-0.004497972034369181,-0.0011378235597882132,0.00552056118761902
221,0.00327336976547242,0.00031325710255004734,0.005203633649239864
222,0.00496415301928771,-0.006663961286615209,0.002061620095252797
223,-0.0005654292969185962,0.0003112382756937139,-0.00048462320850461694
224,-0.003546241212728222,-0.004016939415778847,0.0032011638077466173
225,-0.008610077593294832,-0.004877413517575144,-0.0009780935904080007
226,0.0010589565746712104,0.006008000405189981,0.014041062233023064
227,0.0020009581920467285,0.0014716799278494646,0.00689649630674366
228,-0.005350278796617054,0.0027586361612760633,0.005101391076750787
229,-0.012090841988693363,-0.00289957716256316,0.008470235569810976
230,-0.0007691385447503125,0.007179987028656344,-0.0028620482927234387
231,0.003228949391475366,-0.0025297640413089514,0.003671031493440835
232,0.009185358313852476,0.0022580395215102186,-0.0011515434733330792
233,-0.0024743724973635326,0.004725677912104295,0.0017931183602293514
234,0.004791159056584212,0.005111803431558973,-0.0004235618940906651
235,0.0035537360335404938,-0.00282484751190307,0.0021507141898798785
236,0.001304025875652066,-0.00413181986463871,0.004940228484807786
237,0.00013354978915896404,-0.0035572103014343093,-0.0008312974114276279
238,-1.2223340109801514e-05,0.008287525892987558,0.0022623597425739366
239,0.002341058687639138,-0.0014800058480919902,0.0100454595167117
240,0.007761630816196901,-0.0034750426879870135,0.003165950606007341
241,-5.233301724253831e-05,0.006509397297660261,0.003859404631470593
242,-0.002377506750754434,-0.0030963606229653384,-0.005835626299240407
243,-0.002602366996802175,-0.005162836142613199,0.01081173590059076
244,0.0026626242776323188,0.0008328826512876893,-0.0018386924678039974
245,-0.006562332169363288,-0.012904945575154344,0.00932714720756199
246,0.00064935657661207,-0.0023429737841154253,0.010835469298374869
247,-0.0035906498136553853,0.004637516964351175,0.000989046484753566
248,-0.0005701036390010927,-0.0010973121452943922,0.004378520549898609
249,0.007940484053459512,-0.002426763061027928,0.002897651619841575
250,0.001345095834471473,0.007852668712743502,0.006110995172405319
251,-0.0029561157279774787,0.0027486175845437316,-0.0016288635208722487
252,0.003382558915175138,-0.0071811180932760095,-0.0029398333953724737
253,0.0008175452730363565,-0.006952559895267905,0.008939605634652993
254,-0.0014386025576264654,0.0055723899215179345,0.0033156081953141284
255,0.004184454416409954,-0.002361791978778416,-0.0009670773380722196
256,-0.0009904995008668978,-0.005321042044173232,0.003528316052449357
257,-0.0034534567415118087,-0.0022440498309914416,0.005539261594434782
258,0.002811210750385358,0.004280333562805268,0.002110955551598274
259,-0.004069671693872217,-8.627563182114027e-06,-0.003112711129730642
260,-0.0034169725675149837,-0.0023311380373227026,0.011369980788834529
261,-0.0001661318054618875,-0.007486532211882341,0.0019215158980182478
262,-0.0003309583990222461,-0.003783841661076487,-0.00018451516312526962
263,-0.004544682302982247,0.0011258640271645112,-0.0016706783975547314
264,-0.00018018552456663646,-0.006008257476094393,-0.0013900790037771062
265,-0.0005511857646242042,-0.0006443810981803274,-0.00037455391979777995
266,-0.001338526518265083,0.0006384935014461854,0.0006651449486597931
267,-0.0006536424950032241,-0.012687426726192155,0.000327746913861603
268,-0.005367688428397778,0.006309822203206302,0.002526935886122195
269,-0.003954258558601615,0.005891118888048534,0.00236853190091008
270,-0.0026378087429051443,-0.0038139867518724364,0.0037537146800629153
271,0.010966745985593001,-0.0036380806476561584,0.001663745104123241
272,0.005436937148394477,-0.0028419373381455225,0.0027404951814435957
273,0.0009230360593761614,-0.0016960802177803126,0.010520841085294544
274,-0.005875932522903575,0.005112450922671217,0.003621461692006816
275,0.004362838774778261,0.0041702206593574554,0.007671517743761901
276,0.0038406160701375002,0.0022050796490702858,-0.002305627218615238
277,5.0942433094015804e-05,0.0009501626526297015,-0.00297308232847922
278,-0.006205740556834494,0.0012835560342157064,-0.00021914130928625411
279,-0.007263418313005925,-0.005533341750601179,-0.0027474530858749777
280,-0.005018245679295823,0.003831208347819647,0.0030370732865630215
281,-0.007541983065034561,-0.0020458752298834547,-0.004286849624155109
282,-0.0038134580814809895,0.00529636824032936,-0.003813888201356237
283,0.0024687705643602165,-0.0002221069353404709,-0.005588831887160281
284,-0.0021750338942506326,-0.006477999546173126,0.005364383412630452
285,-0.002634165920232702,-0.002590833475701944,0.0003523638471299455
286,0.006332421157544341,0.0018192416864139197,0.0018225952167922309
287,-0.005698766346496698,0.002474014461338212,0.0026230366296450657
288,-0.0005177715155242933,-0.005160168467498204,0.004166018791519195
289,-0.002278732041806636,0.0019588705654200633,-0.0018746797544985365
290,-0.0015877694498768666,0.0037098926164916037,0.003832719314324903
291,-0.00570334694381188,0.004664754678127741,-0.003018680654500472
292,-0.0045167099261902,0.007959859396290422,0.012991328165399432
293,-0.00408292090668837,0.0056622859394122455,0.008295969309758648
294,0.007684447549059107,0.007539508247082437,0.0024557824570247684
295,-0.003617721315950845,-0.007546586985546624,-0.011374496062800952
296,-0.0035376503506616822,-0.002071091409277062,-0.0038142924058601068
297,-0.008648142203115368,-0.004214102022642369,0.00417225818494175
298,0.0008530200391998539,0.0006255413211221882,-0.0014730504266754717
299,0.0057938602336866174,0.0003314877568906475,0.001747673675246375
300,0.0013750151563200347,-0.0023112843249255724,-7.426595209417261e-05
301,0.004285859153018527,0.003980192319345667,0.0029488631825499725
302,0.00034305245387708126,-0.0013228399139083994,5.965023536407386e-05
303,-0.004633127792136341,0.0024632743709622415,-0.0022854315091914252
304,-0.010126601949288572,-0.002973324204754333,-0.001129710990770765
305,0.0011717056247400489,-0.00987392547346816,0.00801376976052641
306,-0.0009601980072241918,-7.717877403447307e-05,-0.006224773553829988
307,0.000538090188649344,-0.006919537181440839,0.003594810746390842
308,-0.0035017838900372957,-0.009946021466286497,0.007925124923228548
309,-0.0013495568676035949,0.0015257761403510983,0.004125368989635951
310,-0.0008008623526514288,0.0024582626405923506,0.002047500998402232
311,0.005174198227384901,0.0005357313713955939,0.002008089281209119
312,0.0002819405325579034,0.004591690046130203,0.009286856816697926
313,-0.006141239074661218,0.0029683740930696403,-0.007675668770637312
314,0.003347767820538753,-0.0016553568863570244,0.003351954531700958
315,0.0023265696114591473,-0.004358864197336399,0.001457648594344347
316,-0.007746296330254439,-0.005209421379796472,0.008504531674919108
317,-0.0028586088826755046,-0.00546175805024235,-0.005405297308263869
318,0.0037361776048204505,-0.0003649792769533183,0.005466102995591397
319,-7.432650207650738e-05,-0.0033701774432469433,0.008407177805949368
320,0.006281428159918959,-0.00020691620297517253,0.0010707848288592935
321,-0.0013128402621659105,-0.0013075998205728425,-0.001822928589869137
322,0.005072069978335644,0.0031134347818177004,0.002975497290605643
323,0.0006824834666574695,0.0017457904400691425,0.007958960756294374
324,-0.00424400713656785,-0.0015524351528575693,0.002664645728382762
325,-0.0014999622910584001,0.0020150838360897274,0.001327421945241791
326,0.00491005956206909,0.004229244301968796,0.0017105451792014924
327,0.0030817236434542935,0.008616002744160828,0.0013909846806552904
328,-0.00026882350581715635,-0.0004743790796334282,0.009130395372141433
329,0.0018191363706985826,-0.008634332557097722,-0.004316569416940182
330,0.00545378408167502,0.0022148382360980116,0.0042885786848480085
331,0.005530091510683514,0.001089077505383268,0.005517567796501522
332,-0.0049190123791017165,-0.00046495901600041267,-0.003538228686415282
333,0.0009505274389892205,0.006237885168083252,-0.0004543683793109014
334,-0.004078269183304172,-0.0009493559592446919,0.009308089417084215
335,-0.006168688213144775,0.002777085591041573,0.009960234609238821
336,0.0028705218849886,-0.0024500369093699605,0.0008739942224845034
337,0.005895593388636256,-0.0069360455539526815,0.002481802238125343
338,0.007676489010720597,9.949578917691068e-05,-0.009397488412283902
339,0.0020214922855920606,0.0015578581754149522,-0.0015382569675488715
340,-0.0004860131446837291,0.0015144640171587357,-7.326154379915808e-05
341,0.008621963927552509,-0.0022066701676575567,0.0022220885335995978
342,0.005969392931128782,-0.0003274194843719917,0.0015434380595077503
343,0.0012137312029510538,0.0032899206807399622,0.0007042092022124645
344,-0.0034199418924633087,-0.0018179887979517145,0.00995446882683289
345,-0.0028818350732861945,0.004938971156379305,-0.0017831174447067739
346,-0.0044383398210160515,-0.003216945975389331,-0.000456797490614563
347,-0.006770471919980161,-5.442185308778194e-05,-0.00535005032856123
348,-0.0020058666011752457,0.005437649838645809,-0.005938533103918489
349,0.010087948262616242,-0.0021786277045154055,-0.0008279826442593366
350,-0.0038736170592863248,0.00137651420057369,0.003789050995056335
351,0.00468975663719607,0.002918098421450861,0.00968004901469847
352,0.002888199019723856,0.004446156766761475,-0.00038598069036588557
353,-0.006242083293560456,-0.0015826346123666791,0.0005904988091417493
354,0.004941440196726638,-0.0027993153451762683,-0.0028507608138543827
355,0.004924478897686948,-0.005680406739684586,5.2083625536023034e-05
356,-0.0021242299284828787,0.0008709838180930061,-0.0002737779517323543
357,0.0019627182906614238,-0.004128603987972144,0.002793895785437503
358,0.002766437333358038,-0.005336690740007599,-0.0019957282260380173
359,-0.0035501025015152823,0.0005773404031107549,-0.00617103971880745
360,0.005267719343782444,0.003545792180700126,-0.0017903386844673813
361,0.0023145131936821955,-0.006890692708369302,-0.0004459908050016808
362,-0.009380466397657253,0.00039631182173333984,0.009463192852277638
363,0.005779953216599659,0.0025231119970452794,0.001285398754453027
364,0.005684232670888381,0.005259169658273745,-0.000642751078988831
365,-0.0008223502165913133,0.0023136341384585157,-0.005634397289402337
366,2.4140784730176496e-05,0.001090899692555558,0.00736937363273947
367,0.010963370436037847,-0.002218659674474922,-0.007431672807911741
368,-0.004463110061831058,0.0022071704608711295,0.006445929880217601
369,0.0010898873597282625,-0.007256050061784258,0.004131042834703064
370,0.0004033724233373462,0.005132550616133082,-0.003910839631738401
371,0.005893239350429578,-0.010527012266135722,0.0010768891796342584
372,-0.002447204966447299,-0.004975416155857708,0.0024519837027064994
373,0.005051396830042769,-0.0016634380902809034,1.3803092548526156e-05
374,-0.0005047625989638428,-0.0006561669814455214,0.0048253036364913245
375,0.0003931126423867507,-0.0008915863177305799,-0.0029228055438301156
376,-0.0018431195153198997,0.010287451981671072,0.007734454798774715
377,0.0007805206813290983,-0.0021546076004011244,0.0023908836728391883
378,0.00020174071183751388,-0.0029138864777883016,0.0037783289423000323
379,-0.003415743582938004,-0.008089107610768224,-0.0011310967756787353
380,0.0038178811450195666,-0.00011166721261240632,0.002642913868032422
381,-0.0068924233582027495,-0.001779065205595596,0.008723622380825484
382,-0.001527012228638337,-0.006135162613147993,0.00908255087328337
383,-0.003748048719849889,0.0002686983113937492,0.0012928299251079615
384,-0.004970969984952251,-0.0005090610035091273,0.0029943317202164245
385,0.001018468532469098,0.0015701543646597389,-0.002968368907411168
386,-0.0016067687722949315,-0.005175907535853462,0.006971423838298054
387,-0.007447084089148886,-0.004149012746380372,0.0004396768074028382
388,0.0005433885694521781,0.006146974268858154,0.001483708767160124
389,-0.002371600279301797,-0.0025317864293443073,-0.004000998145868159
390,0.0062712911220000065,-0.004029623737664944,0.0012196520256429894
391,0.002282738741745695,-0.007541194569626265,0.005172560613243873
392,0.0015505060157373404,0.0004150001300228503,0.003810195707916861
393,-0.00010384647563222511,-0.008815684478993661,0.00409703414761531
394,-0.004613778419244332,-0.006166054382190957,-0.004619306430198273
395,0.002535481531859169,0.0003479378174087485,0.002496875215419839
396,0.005775374726546216,0.0038435703835653146,0.0026611822321509944
397,-0.00391214169873428,0.009467575368730255,0.012019955797110246
398,-0.002715553049884755,0.003743741677902524,-0.0022958468923348816
399,0.004787774382246661,0.002193876889970182,0.0071074858678366595
400,0.005023069077017764,-0.0021015326781677426,0.008462481885190026
401,-0.002651270254262482,-0.006817462950705092,0.007350914799477637
402,0.0042492511610905314,-0.0029924438661886946,-0.00034279733935498307
403,0.0013357192279541312,-0.002562652687095947,0.005813426347536524
404,4.883333392680722e-05,-0.004210024723944603,-0.0022282041468651226
405,-0.0072196961081609536,-0.0011178784023785418,-0.005469170607075781
406,-0.002467149996225431,-0.004398271131903035,-0.0007521540024739013
407,-0.004472803441047874,0.009929589588619581,0.002005094440394649
408,0.0020791016307688246,0.003254505611066321,0.008065810355668425
409,-0.0029338068946636576,-0.0028327567933065074,-0.002354870564006283
410,-0.0014176029228244542,-0.0019188884276390937,-0.00018467364533063737
411,0.0009060845817494049,-0.009092450057464067,-0.00047222755056529716
412,-0.00028815172599343735,-0.00272897158107151,-0.005757391699525918
413,-0.0006003623276532891,0.00560886631703503,0.011896433084199685
414,-0.00170936609612664,0.0016130052714986188,0.012297194431426857
415,-0.0008327297188166155,0.005036212315773783,0.0012648592066107729
416,0.0045932457229163216,-0.0025199655451271577,-0.005549588661480719
417,0.0026912060932418693,0.005399832227640681,0.004768019328958086
418,0.0043013705788036045,-0.0004716914449043503,-0.004857652244254371
419,0.00034623545263280176,-0.009422535727249994,0.0013513615038774221
420,-0.0014705000602197385,-0.0021378067402248306,0.010558505764456105
421,-0.0031664889789080283,0.00374943705337906,-0.006534640579987647
422,0.003957462231650974,0.0042285100506337684,-0.005959936967881879
423,-0.0003261883605706428,0.0035560488875900436,5.8042683437613554e-05
424,-0.0017364080841887149,0.0060259770380878515,0.00949153609281366
425,0.0038520754866785928,0.0031416239779665767,-0.00999809946135099
426,0.0017101811843341502,0.00325451409863039,-0.004410003606998233
427,0.0057490941374918995,0.009273001045524582,0.006189557659375408
428,0.0042571269757201964,0.00093734035820585,0.005734077841300805
429,0.001962129355823449,0.0007898633303002655,-0.00970623962617878
430,-0.0002578267825528267,0.008212224087851924,-0.00623930101454265
431,0.0019577235519578295,0.0006385386831071967,0.0014469622349066946
432,0.003926897818003962,0.004541146803285456,0.0152438229578773
433,-0.005874142941993585,-0.011563749773821087,-0.003060714020227414
434,-0.009294874900174459,-0.009180536496206813,-0.0009371524366517608
435,0.0027434870842729282,-0.000670781360304708,0.001057282658392067
436,0.003819575243082041,-0.0043635087951849165,-0.0011707333141504099
