subject_id,ec_path,observed_r,edge_shuffle_null_mean,edge_shuffle_null_sd,edge_shuffle_empirical_p_two_sided,region_label_null_mean,region_label_null_sd,region_label_empirical_p_two_sided,n_region_pairs
106824,validation_results\106824\reproduce_0866_106824\ec.npy,0.02515673479768946,0.00034771299767528204,0.0071097457651126735,0.000999000999000999,-0.00017456185151710227,0.00803832796305224,0.003996003996003996,20807
117021,validation_results\117021\reproduce_0866_117021\ec.npy,0.03438773603982108,-0.00019255476593689673,0.006979505958662485,0.000999000999000999,-0.0003045514761678296,0.007659061856858424,0.000999000999000999,20807
123723,validation_results\123723\reproduce_0866_123723\ec.npy,0.03704972774497723,-4.2655320595752817e-05,0.006750669713270079,0.000999000999000999,0.00010266205120307275,0.007932035321019746,0.000999000999000999,20807
136631,validation_results\136631\reproduce_0866_136631\ec.npy,0.03434475496733743,0.00041479833488036033,0.0071455332215541525,0.000999000999000999,4.493147530875577e-05,0.00791931079036693,0.000999000999000999,20807
151930,validation_results\151930\reproduce_0866_151930\ec.npy,0.04000090647432546,0.0001620793881745814,0.00689462841473795,0.000999000999000999,-0.0003021178444959948,0.008351070491050243,0.000999000999000999,20807
152225,validation_results\152225\reproduce_0866_152225\ec.npy,0.02203191704326341,0.00018116841637521016,0.007037429402014239,0.000999000999000999,0.00026232341462868855,0.00733511454841832,0.003996003996003996,20807
