subject_id,comparison,pearson_r,pearson_p,spearman_r,spearman_p,n_pairs
106824,Perturbational EC vs pairwise lag-1 Granger,0.015471782848753349,2.661205445169536e-08,0.015851964569802042,1.2045662505502772e-08,129240
117021,Perturbational EC vs pairwise lag-1 Granger,-0.001838287217745961,0.508703522773997,-0.004222070703707584,0.12905851247460814,129240
123723,Perturbational EC vs pairwise lag-1 Granger,0.006830185136475223,0.01407067319344675,0.006175874733522789,0.02640353090644184,129240
136631,Perturbational EC vs pairwise lag-1 Granger,-0.0019379757774083467,0.48599335441505115,-0.002278112400935726,0.41280138617671236,129240
151930,Perturbational EC vs pairwise lag-1 Granger,0.008743180669922399,0.0016711157045102144,0.0016193586893594764,0.5604631993344169,129240
152225,Perturbational EC vs pairwise lag-1 Granger,0.002151022503014483,0.4393535789006964,0.0007711804672297807,0.7815985380016488,129240
